Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID
CA-2014-159310,2014-11-07,2014-11-12,Standard Class,SC-20725,77070-000001
US-2017-147984,2017-01-28,2017-02-01,Standard Class,GB-14575,67212-000001
CA-2015-104346,2015-12-11,2015-12-16,Standard Class,IM-15070,80906-000001
US-2015-141684,2015-06-29,2015-07-04,Standard Class,MM-18055,10011-000001
CA-2015-144722,2015-03-16,2015-03-23,Standard Class,MF-18250,90036-000001
CA-2015-120516,2015-08-13,2015-08-17,Standard Class,CK-12595,30062-000001
US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,32216-000001
CA-2017-136364,2017-07-13,2017-07-17,Second Class,MH-17455,19140-000001
CA-2015-137708,2015-11-22,2015-11-25,Second Class,NG-18430,90008-000001
CA-2014-149055,2014-11-23,2014-11-28,Standard Class,PB-19210,19134-000001
CA-2015-151589,2015-12-27,2015-12-30,First Class,RE-19450,54703-000001
CA-2016-121370,2016-11-14,2016-11-19,Second Class,EB-14110,19134-000001
CA-2016-111696,2016-05-08,2016-05-10,First Class,TB-21625,90004-000001
CA-2014-139598,2014-12-26,2014-12-31,Standard Class,MG-17695,19134-000001
CA-2017-117436,2017-06-08,2017-06-14,Standard Class,LW-17125,6360-000001
CA-2015-140025,2015-04-07,2015-04-11,Standard Class,PF-19120,78207-000001
CA-2016-134222,2016-07-10,2016-07-11,Same Day,NZ-18565,85364-000001
CA-2016-140018,2016-11-21,2016-11-26,Standard Class,CK-12205,43229-000001
US-2017-136707,2017-11-12,2017-11-15,First Class,JE-15610,90036-000001
CA-2014-152562,2014-11-01,2014-11-08,Standard Class,JO-15145,40475-000001
CA-2016-152408,2016-05-15,2016-05-21,Standard Class,TT-21220,10035-000001
CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,54401-000001
CA-2017-167661,2017-10-05,2017-10-10,Standard Class,MP-18175,94110-000001
CA-2017-106831,2017-06-01,2017-06-03,First Class,FH-14350,43017-000001
CA-2017-154123,2017-11-20,2017-11-25,Standard Class,SC-20050,42420-000001
CA-2016-136049,2016-12-23,2016-12-28,Standard Class,NM-18520,43402-000001
CA-2017-118402,2017-09-29,2017-10-04,Standard Class,JO-15280,38109-000001
US-2016-139388,2016-11-07,2016-11-09,First Class,CC-12475,8701-000001
US-2014-128685,2014-04-04,2014-04-05,First Class,MZ-17515,90008-000001
CA-2015-124044,2015-07-23,2015-07-26,Second Class,MS-17830,14609-000001
CA-2014-164469,2014-06-25,2014-06-27,Second Class,GK-14620,97301-000001
CA-2014-107818,2014-09-08,2014-09-14,Standard Class,MC-17275,99301-000001
CA-2014-113320,2014-12-12,2014-12-15,Second Class,LH-17155,94601-000001
CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,90004-000001
CA-2017-136063,2017-12-15,2017-12-19,Standard Class,SS-20140,60302-000001
CA-2016-101546,2016-12-18,2016-12-24,Standard Class,GK-14620,7960-000001
CA-2014-138940,2014-04-11,2014-04-16,Second Class,GM-14455,78745-000001
CA-2016-125164,2016-11-10,2016-11-14,Standard Class,SH-19975,10011-000001
CA-2017-163531,2017-06-26,2017-06-30,Standard Class,SC-20725,10024-000001
CA-2017-122490,2017-11-13,2017-11-18,Standard Class,TT-21070,98103-000001
CA-2017-131366,2017-11-24,2017-11-29,Standard Class,SC-20440,17602-000001
CA-2017-164042,2017-05-23,2017-05-27,Standard Class,KL-16645,77095-000001
CA-2014-132864,2014-12-02,2014-12-07,Standard Class,KN-16390,43229-000001
US-2014-155817,2014-10-03,2014-10-09,Standard Class,SL-20155,27707-000001
US-2016-131891,2016-07-29,2016-07-31,First Class,PW-19240,32503-000001
CA-2017-143567,2017-11-02,2017-11-05,Second Class,TB-21175,42420-000001
CA-2017-104080,2017-03-08,2017-03-15,Standard Class,AH-10210,92804-000001
CA-2014-151379,2014-12-16,2014-12-20,Standard Class,SC-20695,48227-000001
CA-2016-163167,2016-11-28,2016-12-01,Second Class,RF-19345,30062-000001
CA-2016-135776,2016-12-23,2016-12-30,Standard Class,EH-13765,98103-000001
US-2014-122021,2014-10-15,2014-10-17,First Class,AC-10660,44134-000001
CA-2016-130484,2016-08-22,2016-08-27,Standard Class,SG-20470,97030-000001
CA-2017-120936,2017-12-17,2017-12-21,Standard Class,CA-12310,92804-000001
CA-2017-110884,2017-03-07,2017-03-12,Standard Class,SH-20395,10035-000001
US-2014-161613,2014-12-01,2014-12-03,Second Class,MC-17605,77070-000001
US-2014-146353,2014-10-14,2014-10-16,Second Class,JE-15610,3301-000001
CA-2014-133809,2014-11-18,2014-11-23,Second Class,MS-17530,45014-000001
CA-2017-127306,2017-01-14,2017-01-18,Standard Class,BH-11710,37604-000001
CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,98105-000001
CA-2017-163125,2017-10-09,2017-10-11,Second Class,MB-17305,77573-000001
CA-2016-160304,2016-01-02,2016-01-07,Standard Class,BM-11575,20877-000001
CA-2017-101728,2017-08-19,2017-08-23,Standard Class,SC-20575,60653-000001
CA-2017-114055,2017-12-25,2017-12-29,Second Class,MH-18115,35810-000001
CA-2017-126438,2017-09-10,2017-09-13,First Class,AR-10345,1841-000001
CA-2017-117653,2017-10-19,2017-10-23,Standard Class,MO-17500,60623-000001
CA-2017-143245,2017-12-01,2017-12-06,Standard Class,AD-10180,6824-000001
US-2014-138828,2014-09-02,2014-09-03,First Class,KD-16345,10009-000001
CA-2017-143651,2017-03-25,2017-03-30,Standard Class,FM-14215,98103-000001
CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,80013-000001
CA-2015-155124,2015-03-15,2015-03-21,Standard Class,KS-16300,84043-000001
CA-2017-150931,2017-01-06,2017-01-13,Standard Class,DP-13390,35401-000001
CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,94109-000001
CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,19805-000001
CA-2017-106782,2017-12-21,2017-12-27,Standard Class,LP-17095,47905-000001
CA-2016-151372,2016-09-05,2016-09-06,First Class,JH-15985,90278-000001
CA-2014-102085,2014-10-04,2014-10-09,Standard Class,JD-16015,98115-000001
CA-2017-107125,2017-11-27,2017-12-02,Standard Class,BD-11320,90045-000001
CA-2016-125815,2016-10-28,2016-11-01,Second Class,DL-13330,10009-000001
CA-2015-144190,2015-06-09,2015-06-13,Standard Class,NC-18415,48073-000001
CA-2017-117926,2017-12-08,2017-12-12,Second Class,AS-10225,94109-000001
CA-2015-153906,2015-03-16,2015-03-20,Standard Class,MS-17980,10009-000001
CA-2014-160262,2014-06-09,2014-06-13,Second Class,TS-21205,89031-000001
CA-2015-127607,2015-03-20,2015-03-26,Standard Class,JK-15730,75007-000001
CA-2016-166226,2016-11-18,2016-11-22,Standard Class,TC-21535,90008-000001
CA-2014-156587,2014-03-07,2014-03-08,First Class,AB-10015,98103-000001
CA-2016-141180,2016-05-15,2016-05-19,Second Class,DP-13000,33311-000001
CA-2015-109708,2015-05-25,2015-05-28,Second Class,CY-12745,38401-000001
CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,2908-000001
US-2016-153815,2016-11-06,2016-11-09,First Class,KL-16555,32216-000001
CA-2016-164896,2016-11-07,2016-11-12,Standard Class,PS-19045,92054-000001
CA-2015-142202,2015-09-18,2015-09-23,Second Class,JR-16210,32216-000001
CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,10024-000001
US-2016-131114,2016-12-09,2016-12-13,Second Class,RW-19630,60610-000001
CA-2014-160066,2014-11-16,2014-11-22,Standard Class,AH-10075,92646-000001
CA-2016-109925,2016-11-06,2016-11-10,Second Class,IM-15070,92105-000001
CA-2015-160696,2015-09-06,2015-09-10,Standard Class,CK-12760,37211-000001
CA-2014-125171,2014-09-03,2014-09-03,Same Day,AG-10390,10009-000001
CA-2016-149279,2016-04-24,2016-04-28,Standard Class,CL-12700,80906-000001
CA-2017-107321,2017-08-31,2017-09-04,Standard Class,AW-10930,94110-000001
US-2017-122714,2017-12-07,2017-12-13,Standard Class,HG-14965,60653-000001
CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,38109-000001
CA-2014-132227,2014-11-04,2014-11-10,Standard Class,SZ-20035,10011-000001
CA-2017-155824,2017-03-10,2017-03-15,Standard Class,KS-16300,27604-000001
CA-2016-129238,2016-01-31,2016-02-04,Standard Class,SC-20050,90045-000001
CA-2017-159688,2017-05-07,2017-05-12,Standard Class,AB-10060,90004-000001
CA-2016-136126,2016-05-24,2016-05-24,Same Day,EH-14125,23602-000001
CA-2016-155033,2016-10-07,2016-10-12,Standard Class,CC-12475,90032-000001
CA-2014-156006,2014-04-30,2014-05-02,Second Class,TM-21010,39212-000001
CA-2015-158659,2015-11-10,2015-11-14,Second Class,SC-20695,47374-000001
CA-2015-169796,2015-11-09,2015-11-14,Standard Class,Dp-13240,10035-000001
CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,19134-000001
US-2017-139647,2017-05-11,2017-05-13,First Class,TS-21370,85023-000001
US-2017-160465,2017-07-21,2017-07-26,Standard Class,SW-20350,44105-000001
CA-2014-153850,2014-11-24,2014-11-29,Standard Class,TH-21100,43615-000001
CA-2014-127558,2014-11-15,2014-11-18,First Class,SS-20410,90008-000001
CA-2017-136511,2017-03-23,2017-03-25,Second Class,MZ-17515,10011-000001
CA-2016-133795,2016-12-18,2016-12-24,Standard Class,JE-15475,92037-000001
US-2017-130953,2017-07-29,2017-08-03,Standard Class,RF-19735,73120-000001
CA-2014-151792,2014-09-02,2014-09-07,Second Class,CV-12295,60653-000001
CA-2017-139304,2017-01-29,2017-02-02,Standard Class,VG-21790,94109-000001
CA-2016-155166,2016-12-26,2017-01-02,Standard Class,BB-11545,8360-000001
CA-2015-103954,2015-08-09,2015-08-13,Second Class,HR-14770,53209-000001
CA-2014-169803,2014-04-06,2014-04-12,Standard Class,SC-20260,98115-000001
CA-2017-141719,2017-11-17,2017-11-21,Second Class,EG-13900,60540-000001
CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,19805-000001
CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,90036-000001
US-2014-104759,2014-03-31,2014-04-04,Standard Class,DD-13570,60610-000001
CA-2015-150511,2015-09-18,2015-09-24,Standard Class,AB-10060,98198-000001
CA-2015-134922,2015-11-07,2015-11-11,Standard Class,KB-16240,19140-000001
US-2017-120607,2017-05-19,2017-05-19,Same Day,JC-15775,30318-000001
CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,75217-000001
CA-2015-162166,2015-09-08,2015-09-11,First Class,NM-18520,92553-000001
CA-2016-120796,2016-04-03,2016-04-07,Standard Class,CS-11950,19140-000001
CA-2016-109722,2016-12-05,2016-12-07,Second Class,TP-21130,40324-000001
CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,55407-000001
CA-2017-122196,2017-09-22,2017-09-24,First Class,CA-12265,19805-000001
CA-2017-142090,2017-11-30,2017-12-07,Standard Class,SC-20380,27217-000001
CA-2017-160934,2017-01-15,2017-01-19,Standard Class,TT-21460,90008-000001
CA-2014-124478,2014-08-08,2014-08-12,Standard Class,MA-17560,48183-000001
CA-2015-145485,2015-11-05,2015-11-05,Same Day,JM-16195,94109-000001
CA-2017-151071,2017-04-25,2017-04-29,Second Class,MB-18085,90049-000001
CA-2014-134572,2014-04-20,2014-04-22,Second Class,SV-20365,77070-000001
CA-2017-143217,2017-11-11,2017-11-17,Standard Class,CG-12040,53209-000001
US-2017-133312,2017-11-25,2017-11-29,Standard Class,BD-11500,94122-000001
US-2015-137533,2015-12-18,2015-12-18,Same Day,JK-15640,44105-000001
CA-2016-155138,2016-09-08,2016-09-12,Standard Class,JM-15580,28110-000001
CA-2016-108350,2016-06-06,2016-06-09,Second Class,SC-20230,1852-000001
CA-2015-144302,2015-06-19,2015-06-23,Standard Class,ME-17320,75081-000001
CA-2015-109001,2015-03-05,2015-03-09,Standard Class,KN-16390,19120-000001
CA-2017-132738,2017-08-04,2017-08-07,First Class,HM-14860,80538-000001
CA-2017-156720,2017-12-30,2018-01-03,Standard Class,JM-15580,80538-000001
CA-2015-119102,2015-05-23,2015-05-27,Standard Class,KH-16690,2895-000001
US-2014-140452,2014-12-06,2014-12-10,Standard Class,BK-11260,60610-000001
CA-2015-141936,2015-08-07,2015-08-12,Standard Class,PN-18775,93309-000001
CA-2014-158442,2014-03-17,2014-03-17,Same Day,AZ-10750,75217-000001
CA-2015-167374,2015-03-26,2015-03-30,Second Class,GM-14500,19140-000001
CA-2014-116568,2014-12-14,2014-12-20,Standard Class,BM-11785,32725-000001
CA-2015-147102,2015-09-19,2015-09-26,Standard Class,NH-18610,31907-000001
CA-2017-132213,2017-04-25,2017-04-26,First Class,PN-18775,37211-000001
CA-2014-138450,2014-10-18,2014-10-22,Standard Class,EH-13765,19134-000001
CA-2015-153073,2015-11-13,2015-11-13,Same Day,HA-14905,60610-000001
CA-2016-147970,2016-01-31,2016-02-02,Second Class,AB-10150,75220-000001
CA-2016-150658,2016-11-17,2016-11-22,Standard Class,MS-17365,88220-000001
CA-2017-125640,2017-07-25,2017-07-29,Standard Class,DD-13570,19134-000001
CA-2017-154137,2017-11-11,2017-11-17,Standard Class,MT-17815,10009-000001
CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,11572-000001
CA-2014-149538,2014-04-04,2014-04-08,Standard Class,KB-16585,70506-000001
CA-2014-160766,2014-09-14,2014-09-14,Same Day,DM-13015,10009-000001
CA-2017-146626,2017-12-29,2018-01-05,Standard Class,BP-11185,92804-000001
CA-2015-123330,2015-06-21,2015-06-27,Standard Class,EP-13915,32725-000001
CA-2017-155607,2017-11-26,2017-11-30,Standard Class,FG-14260,10009-000001
CA-2016-151323,2016-10-23,2016-10-28,Standard Class,AB-10255,98103-000001
CA-2015-146696,2015-12-14,2015-12-19,Standard Class,RD-19480,92105-000001
CA-2016-128972,2016-11-13,2016-11-17,Standard Class,TS-21430,73120-000001
CA-2017-128335,2017-09-29,2017-10-05,Standard Class,JA-15970,10550-000001
CA-2015-154886,2015-11-08,2015-11-12,Standard Class,SW-20455,94109-000001
CA-2016-111213,2016-04-01,2016-04-05,Standard Class,FP-14320,10009-000001
CA-2017-161333,2017-02-02,2017-02-07,Standard Class,JL-15835,90045-000001
CA-2017-128734,2017-12-24,2017-12-31,Standard Class,JL-15175,85224-000001
CA-2014-141796,2014-06-21,2014-06-21,Same Day,JG-15160,11561-000001
CA-2017-125101,2017-03-06,2017-03-10,Second Class,SH-19975,94109-000001
CA-2017-169929,2017-09-25,2017-09-28,First Class,LS-17200,59601-000001
US-2014-121566,2014-06-30,2014-07-06,Standard Class,CS-11860,10011-000001
US-2015-124219,2015-08-07,2015-08-08,First Class,KW-16570,63122-000001
CA-2017-163006,2017-06-30,2017-07-04,Second Class,GH-14410,60653-000001
CA-2015-156146,2015-10-26,2015-10-30,Second Class,AG-10495,85345-000001
CA-2014-111192,2014-07-30,2014-08-05,Standard Class,TS-21430,98103-000001
CA-2016-115378,2016-11-18,2016-11-23,Second Class,AJ-10945,48180-000001
CA-2015-161627,2015-07-06,2015-07-11,Standard Class,SJ-20215,91104-000001
CA-2014-121006,2014-11-10,2014-11-16,Standard Class,SC-20020,48640-000001
CA-2016-122903,2016-05-27,2016-05-29,Second Class,LA-16780,48205-000001
CA-2015-107741,2015-03-08,2015-03-10,First Class,FC-14335,81001-000001
CA-2017-106432,2017-10-19,2017-10-24,Standard Class,CA-12265,76706-000001
CA-2016-148908,2016-11-05,2016-11-08,First Class,JH-15985,94109-000001
CA-2016-123015,2016-12-26,2016-12-30,Standard Class,AJ-10795,10024-000001
US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,90036-000001
CA-2017-108749,2017-09-12,2017-09-15,First Class,DJ-13510,2895-000001
CA-2017-163335,2017-09-24,2017-09-27,First Class,AG-10675,31907-000001
CA-2015-134719,2015-10-10,2015-10-15,Standard Class,JD-15790,32216-000001
US-2015-154389,2015-11-27,2015-12-03,Standard Class,EH-14125,19140-000001
CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,47201-000001
US-2017-136679,2017-11-14,2017-11-18,Standard Class,XP-21865,77506-000001
US-2017-141943,2017-05-05,2017-05-09,Standard Class,DK-12985,94122-000001
CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,29203-000001
CA-2014-159709,2014-05-10,2014-05-15,Standard Class,AI-10855,98031-000001
CA-2016-103982,2016-03-03,2016-03-08,Standard Class,AA-10315,78664-000001
CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,94601-000001
CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,13021-000001
CA-2015-156755,2015-01-12,2015-01-18,Standard Class,YS-21880,19711-000001
CA-2015-130876,2015-05-12,2015-05-16,Second Class,AZ-10750,10024-000001
CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,92374-000001
US-2017-159562,2017-09-09,2017-09-15,Standard Class,JB-16000,48066-000001
CA-2017-134635,2017-04-15,2017-04-17,Second Class,NS-18640,90049-000001
CA-2017-167080,2017-06-10,2017-06-14,Standard Class,LC-16930,10011-000001
CA-2017-145653,2017-09-01,2017-09-01,Same Day,CA-12775,48205-000001
CA-2014-140487,2014-06-14,2014-06-20,Standard Class,SR-20425,48234-000001
CA-2017-117401,2017-05-18,2017-05-22,Second Class,PP-18955,65807-000001
US-2017-109582,2017-09-12,2017-09-17,Second Class,JM-15865,90036-000001
CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,10011-000001
US-2014-147648,2014-11-26,2014-12-01,Standard Class,LS-16975,94109-000001
CA-2017-124436,2017-03-19,2017-03-22,Second Class,SA-20830,93727-000001
CA-2014-115084,2014-10-18,2014-10-22,Standard Class,LS-17200,71854-000001
CA-2017-131037,2017-08-22,2017-08-23,First Class,TM-21490,94110-000001
CA-2016-111143,2016-11-19,2016-11-22,First Class,TT-21265,46203-000001
CA-2014-166744,2014-09-20,2014-09-24,Standard Class,DN-13690,21044-000001
CA-2016-116561,2016-09-11,2016-09-17,Standard Class,EB-14110,95123-000001
CA-2016-110730,2016-09-23,2016-09-26,Second Class,CM-11815,98115-000001
CA-2017-146367,2017-08-04,2017-08-08,Standard Class,HM-14860,75007-000001
CA-2016-149454,2016-07-25,2016-07-26,First Class,KM-16375,22204-000001
CA-2016-156265,2016-08-02,2016-08-04,Second Class,BF-11020,90032-000001
US-2015-168914,2015-05-21,2015-05-27,Standard Class,JE-15745,60423-000001
US-2017-110989,2017-11-03,2017-11-05,Second Class,EJ-14155,98105-000001
CA-2015-106215,2015-04-16,2015-04-21,Standard Class,BN-11470,19143-000001
US-2016-169369,2016-12-12,2016-12-18,Standard Class,EC-14050,31907-000001
CA-2015-132318,2015-10-30,2015-11-02,First Class,TT-21220,23464-000001
US-2014-131982,2014-03-07,2014-03-11,Second Class,NP-18685,98198-000001
CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,18018-000001
CA-2016-130078,2016-08-08,2016-08-14,Standard Class,CC-12145,73120-000001
US-2017-114034,2017-01-03,2017-01-08,Standard Class,DL-13315,91730-000001
US-2017-115595,2017-10-09,2017-10-11,First Class,XP-21865,90032-000001
CA-2017-158722,2017-10-20,2017-10-26,Standard Class,MA-17560,19120-000001
CA-2014-105165,2014-09-07,2014-09-10,First Class,SZ-20035,77036-000001
CA-2017-147452,2017-09-30,2017-10-03,First Class,CS-11845,98103-000001
US-2017-114657,2017-11-16,2017-11-21,Standard Class,MH-18115,10701-000001
CA-2017-144484,2017-09-11,2017-09-11,Same Day,CB-12025,94110-000001
CA-2017-125913,2017-01-16,2017-01-16,Same Day,JO-15145,90008-000001
US-2016-158309,2016-11-26,2016-11-29,First Class,PA-19060,33142-000001
CA-2015-162887,2015-11-07,2015-11-09,Second Class,SV-20785,5408-000001
CA-2017-147333,2017-12-14,2017-12-20,Standard Class,KL-16555,72701-000001
CA-2014-113859,2014-09-13,2014-09-17,Standard Class,BC-11125,79762-000001
CA-2014-159681,2014-12-07,2014-12-13,Standard Class,PO-18850,23464-000001
US-2017-104094,2017-09-07,2017-09-11,Standard Class,AG-10675,53209-000001
CA-2017-152709,2017-10-07,2017-10-12,Standard Class,DB-13210,48234-000001
CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,55901-000001
CA-2014-133424,2014-03-30,2014-04-04,Standard Class,Dl-13600,98105-000001
CA-2017-105991,2017-05-05,2017-05-06,First Class,LH-17020,80027-000001
US-2017-136784,2017-04-30,2017-05-05,Standard Class,AD-10180,94122-000001
CA-2014-146283,2014-09-08,2014-09-15,Standard Class,KT-16465,77036-000001
CA-2017-151218,2017-06-20,2017-06-23,First Class,PJ-19015,33180-000001
CA-2015-111073,2015-12-26,2015-12-30,Standard Class,MC-18100,44256-000001
CA-2017-144883,2017-08-15,2017-08-19,Standard Class,BO-11350,55113-000001
CA-2017-142174,2017-03-04,2017-03-09,Standard Class,DP-13000,77041-000001
CA-2017-108791,2017-07-27,2017-07-31,Standard Class,TM-21490,10701-000001
CA-2016-106656,2016-09-23,2016-09-26,First Class,DV-13045,92037-000001
CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,22153-000001
US-2014-139500,2014-11-16,2014-11-20,Standard Class,AB-10165,62521-000001
US-2014-166310,2014-09-21,2014-09-23,First Class,JS-15940,75043-000001
US-2016-168410,2016-02-21,2016-02-26,Standard Class,BV-11245,11572-000001
CA-2017-131254,2017-11-19,2017-11-21,First Class,NC-18415,77095-000001
CA-2016-123414,2016-08-21,2016-08-27,Standard Class,SU-20665,27834-000001
CA-2017-137876,2017-04-30,2017-05-05,Standard Class,DJ-13510,94110-000001
CA-2016-154060,2016-05-02,2016-05-08,Standard Class,DL-12865,27405-000001
US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,37918-000001
CA-2017-134439,2017-09-18,2017-09-23,Second Class,TM-21010,68801-000001
CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,90712-000001
CA-2015-152681,2015-01-17,2015-01-22,Standard Class,SC-20260,1841-000001
CA-2014-130813,2014-01-06,2014-01-08,Second Class,LS-17230,90049-000001
CA-2015-120320,2015-03-05,2015-03-09,Standard Class,MV-18190,77036-000001
CA-2016-111941,2016-12-25,2016-12-28,Second Class,BD-11620,10035-000001
CA-2016-123120,2016-09-04,2016-09-08,Standard Class,CV-12295,10011-000001
CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,19711-000001
CA-2015-169278,2015-05-21,2015-05-25,Standard Class,ME-18010,98105-000001
CA-2017-111577,2017-10-16,2017-10-21,Standard Class,AJ-10780,85254-000001
CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,11572-000001
US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,75220-000001
CA-2015-112053,2015-10-11,2015-10-13,Second Class,SH-20395,14609-000001
CA-2017-108539,2017-03-21,2017-03-23,Second Class,SC-20725,90045-000001
CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,55125-000001
US-2017-103814,2017-12-09,2017-12-16,Standard Class,LH-16900,60068-000001
CA-2016-123932,2016-09-06,2016-09-12,Standard Class,YC-21895,75217-000001
US-2016-101616,2016-09-03,2016-09-06,First Class,CY-12745,71203-000001
CA-2014-113768,2014-05-13,2014-05-19,Standard Class,AH-10030,90004-000001
CA-2016-138037,2016-09-29,2016-10-03,Standard Class,AR-10540,94109-000001
CA-2014-150490,2014-08-05,2014-08-11,Standard Class,SS-20590,94122-000001
US-2017-126060,2017-04-14,2017-04-18,Standard Class,DW-13585,28314-000001
CA-2017-100951,2017-06-09,2017-06-10,First Class,NC-18625,75217-000001
CA-2016-122017,2016-12-29,2017-01-02,Standard Class,CD-11920,67212-000001
CA-2014-123477,2014-01-18,2014-01-21,Second Class,DW-13195,97477-000001
CA-2016-107790,2016-11-20,2016-11-24,Standard Class,EH-13990,77041-000001
CA-2017-158071,2017-06-10,2017-06-15,Standard Class,BD-11320,98103-000001
CA-2017-147403,2017-09-10,2017-09-13,First Class,KH-16630,44312-000001
US-2017-136721,2017-04-08,2017-04-12,Standard Class,NH-18610,48237-000001
CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,77041-000001
CA-2017-134152,2017-05-27,2017-05-31,Standard Class,RP-19855,98103-000001
CA-2014-125542,2014-12-05,2014-12-07,First Class,NB-18655,19134-000001
CA-2016-136021,2016-08-14,2016-08-18,Standard Class,JM-15580,90045-000001
CA-2016-149195,2016-09-05,2016-09-07,Second Class,DM-13525,77070-000001
CA-2017-161410,2017-06-26,2017-07-03,Standard Class,CC-12220,19143-000001
CA-2017-152786,2017-03-12,2017-03-17,Standard Class,GA-14725,72756-000001
CA-2017-164707,2017-02-18,2017-02-21,Second Class,CV-12805,90045-000001
CA-2017-163874,2017-11-10,2017-11-12,Second Class,NC-18535,98105-000001
US-2014-123183,2014-11-19,2014-11-25,Standard Class,GR-14560,19805-000001
CA-2014-104829,2014-11-18,2014-11-21,Second Class,JG-15805,84604-000001
US-2016-147340,2016-09-24,2016-09-24,Same Day,EB-13750,94110-000001
CA-2016-145492,2016-11-20,2016-11-27,Standard Class,MC-17605,90004-000001
CA-2016-163202,2016-09-27,2016-10-02,Standard Class,BM-11650,43130-000001
CA-2016-117681,2016-04-09,2016-04-14,Standard Class,HF-14995,90004-000001
CA-2017-132262,2017-09-21,2017-09-23,First Class,ML-18265,98103-000001
CA-2017-123043,2017-08-24,2017-08-29,Standard Class,AH-10195,10024-000001
US-2016-143280,2016-02-22,2016-02-26,Standard Class,TZ-21580,90045-000001
CA-2017-108854,2017-12-08,2017-12-14,Standard Class,DM-13345,94109-000001
CA-2017-166856,2017-09-18,2017-09-22,Standard Class,TS-21505,88101-000001
CA-2016-153157,2016-09-11,2016-09-14,First Class,TB-21625,67212-000001
US-2017-125647,2017-09-23,2017-09-28,Standard Class,LC-16870,60653-000001
CA-2014-132542,2014-10-06,2014-10-08,Second Class,AM-10360,68104-000001
CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,77041-000001
US-2016-151827,2016-03-31,2016-04-02,Second Class,CS-11950,19134-000001
US-2016-163258,2016-12-29,2017-01-02,Standard Class,PF-19225,90045-000001
CA-2017-103009,2017-11-03,2017-11-05,Second Class,PJ-18835,40475-000001
US-2017-120649,2017-01-20,2017-01-26,Standard Class,JF-15490,6708-000001
CA-2016-153598,2016-12-03,2016-12-06,First Class,NM-18520,90045-000001
US-2016-108497,2016-06-14,2016-06-14,Same Day,MH-17290,90036-000001
CA-2016-113096,2016-09-02,2016-09-04,First Class,SZ-20035,94122-000001
CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,33710-000001
CA-2017-117422,2017-10-21,2017-10-25,Standard Class,FC-14245,44107-000001
CA-2017-129707,2017-04-25,2017-04-29,Standard Class,LH-16750,85224-000001
CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,90008-000001
CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,32137-000001
CA-2016-167115,2016-04-04,2016-04-09,Standard Class,EH-14185,10035-000001
US-2017-153633,2017-11-13,2017-11-18,Second Class,TC-21295,33458-000001
CA-2017-155929,2017-09-09,2017-09-13,Standard Class,AI-10855,85301-000001
CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,10035-000001
CA-2016-128307,2016-07-25,2016-07-29,Standard Class,BE-11335,77041-000001
US-2016-127425,2016-08-26,2016-08-31,Standard Class,DR-12880,10035-000001
US-2014-119081,2014-09-12,2014-09-19,Standard Class,TA-21385,66062-000001
CA-2016-140613,2016-07-22,2016-07-29,Standard Class,KN-16705,89431-000001
